Title,Category,Author(s),Status,Wiki Page,Scan Depth,In-Wiki Citations,Year,Tier,Format,URL
Northern Pacific Land Grants in Congress,Academic/Research,Ted Schwinden,Referenced,https://www.progress.org/wiki/railroad-land-grants/,Medium,1,1950,supplementary,Paper,https://scholarworks.umt.edu/etd/4807
St. Paul & Pacific R. Co. v. Northern Pacific R. Co. (139 U.S. 1),Primary/Legal,U.S. Supreme Court,Referenced,https://www.progress.org/wiki/railroad-land-grants/,Light,1,1891,supplementary,Legal Text,https://supreme.justia.com/cases/federal/us/139/1/
On the Principles of Political Economy and Taxation,Historical Text,David Ricardo,Referenced,https://www.progress.org/wiki/labor-theory-of-value/,Light,1,1817,important,Book,https://www.gutenberg.org/ebooks/33310
Physiocracy (The New Palgrave Dictionary of Economics),Reference,New Palgrave Dictionary of Economics,Referenced,https://www.progress.org/wiki/physiocracy/,Light,1,2017,supplementary,Article,https://link.springer.com/rwe/10.1057/978-1-349-95121-5_1861-2
Les prêteurs et le palais: Les édits de mîšarum des rois de Babylone et leurs traces dans les archives privées,Academic Paper,Dominique Charpin,Referenced,https://www.progress.org/wiki/clean-slate-proclamations/,Light,1,2000,important,Paper,https://cdli.earth/publications/1767818
Lessons from the Great American Real Estate Bubble: Florida 1926,Academic Paper,Eugene N. White,Scanned,https://www.progress.org/wiki/florida-land-boom-1920s/,Medium,1,2009,important,Paper,https://users.nber.org/~confer/2008/si2008/DAE/white.pdf
Land and Stock Prices in Japan,Academic Paper,Douglas Stone; William T. Ziemba,Referenced,https://www.progress.org/wiki/japanese-asset-price-bubble/,Light,1,1993,important,Paper,https://doi.org/10.1257/jep.7.3.149
Urban Land Price Index (Japan Real Estate Institute),Dataset,Japan Real Estate Institute,Referenced,https://www.progress.org/wiki/japanese-asset-price-bubble/,Light,1,2024,important,Dataset,https://www.reinet.or.jp/
Three Australian Asset-price Bubbles,Academic Paper,John Simon (RBA),Scanned,https://www.progress.org/wiki/melbourne-land-boom-1880s/,Medium,1,2003,important,Paper,https://www.rba.gov.au/publications/confs/2003/simon.html
Crisis Chronicles: The Long Depression and the Panic of 1873,Online Writing,Thomas Klitgaard; James Narron (FRBNY),Referenced,https://www.progress.org/wiki/panic-of-1873/,Light,1,2016,supplementary,Article,https://libertystreeteconomics.newyorkfed.org/2016/02/crisis-chronicles-the-long-depression-and-the-panic-of-1873/
The Depression of 1893 (EH.net Encyclopedia),Reference,David O. Whitten,Referenced,https://www.progress.org/wiki/panic-of-1893/,Light,1,2001,important,Article,https://eh.net/encyclopedia/the-depression-of-1893/
Two Pillars of Asset Pricing (Nobel Prize Lecture),Academic Paper,Eugene F. Fama,Scanned,https://www.progress.org/wiki/bubbles-cannot-be-identified-in-advance/,Full,1,2014,core,Paper,https://www.nobelprize.org/uploads/2018/06/fama-lecture.pdf
Interview with Eugene Fama,Online Writing,John Cassidy (The New Yorker),Scanned,https://www.progress.org/wiki/bubbles-cannot-be-identified-in-advance/,Full,1,2010,important,Article,https://www.newyorker.com/news/john-cassidy/interview-with-eugene-fama
What's Wrong With Land Value Taxation?,Academic Paper,Dick Netzer,Scanned,https://www.progress.org/wiki/lvt-destroys-its-own-tax-base/,Full,1,1982,important,Paper,https://cooperative-individualism.org/netzer-dick_what's-wrong-with-land-value-taxation-1982.htm
Uncontrolled Land Development and the Duration of the Depression in the United States,Academic Paper,Alexander J. Field,Referenced,https://www.progress.org/wiki/great-depression/,Light,1,1992,important,Paper,https://doi.org/10.1017/S0022050700011906
Riding the South Sea Bubble,Academic Paper,Peter Temin; Hans-Joachim Voth,Scanned,https://www.progress.org/wiki/south-sea-bubble/,Full,1,2004,important,Paper,https://crei.cat/wp-content/uploads/users/working-papers/voth_ridingsouthsea.pdf
The secondary banking crisis and the Bank of England's support operations,Government,Bank of England,Scanned,https://www.progress.org/wiki/1974-uk-property-crash/,Full,1,1978,important,Report,https://www.bankofengland.co.uk/-/media/boe/files/quarterly-bulletin/1978/the-second-banking-crisis-and-the-boes-support-operations.pdf
Revenue Act of 1916 (39 Stat. 756),Primary/Legal,US Congress,Scanned,https://www.progress.org/wiki/revenue-act-of-1916/,Full,1,1916,important,Legal Text,https://www.govinfo.gov/content/pkg/STATUTE-39/pdf/STATUTE-39-Pg756.pdf
Report on the impact of extensive urbanisation in Spain (Auken Report A6-0082/2009),Government,Margrete Auken / European Parliament,Scanned,https://www.progress.org/wiki/valencia-land-grab-law/,Full,1,2009,important,Report,https://www.europarl.europa.eu/doceo/document/A-6-2009-0082_EN.html
Common Ownership Does Not Have Anticompetitive Effects in the Airline Industry,Academic Paper,Patrick J. Dennis; Kristopher Gerardi; Carola Schenone,Referenced,https://www.progress.org/wiki/horizontal-shareholding/,Light,1,2022,important,Paper,https://doi.org/10.1111/jofi.13176
Notice of Withdrawal of Proposed Rule Change: Natural Asset Companies (Release 34-99355),Government Report,U.S. Securities and Exchange Commission,Referenced,https://www.progress.org/wiki/natural-asset-companies/,Light,1,2024,supplementary,Document,https://www.sec.gov/files/rules/sro/nyse/2024/34-99355.pdf
NYSE's proposed listing standards for Natural Asset Companies bite the dust,Blog,Cydney Posner (Cooley PubCo),Referenced,https://www.progress.org/wiki/natural-asset-companies/,Light,1,2024,supplementary,Blog,https://cooleypubco.com/2024/01/22/nyse-listing-standards-nacs/
QV or Not QV? That Is the Question: Some Skepticism about Radical Egalitarian Voting Markets,Academic Paper,Richard L. Hasen,Referenced,https://www.progress.org/wiki/quadratic-voting/,Light,1,2019,supplementary,Paper,https://lawreview.uchicago.edu/sites/default/files/6Hasen_WEB_FINAL.pdf
Will quadratic voting produce optimal public policy?,Academic Paper,John C. Goodman; Philip K. Porter,Referenced,https://www.progress.org/wiki/quadratic-voting/,Light,1,2021,supplementary,Paper,https://doi.org/10.1007/s11127-019-00767-4
"Who Owns England? How We Lost Our Green and Pleasant Land, and How to Take It Back",Modern Book,Guy Shrubsole,Referenced,https://www.progress.org/wiki/land-ownership-secrecy/,Light,1,2019,important,Book,https://www.williamcollinsbooks.co.uk/products/who-owns-england-how-we-lost-our-green-and-pleasant-land-and-how-to-take-it-back-guy-shrubsole-9780008321697/
Huge win! Government announces plan to open up Land Registry,Blog,Guy Shrubsole,Referenced,https://www.progress.org/wiki/land-ownership-secrecy/,Light,1,2025,supplementary,Blog,https://whoownsengland.org/2025/03/06/huge-win-government-announces-plan-to-open-up-land-registry/
Property-Owning Democracy: A Short History (in Property-Owning Democracy: Rawls and Beyond),Academic Paper,Ben Jackson,Referenced,https://www.progress.org/wiki/property-owning-democracy/,Light,1,2012,important,Book Chapter,https://doi.org/10.1002/9781444355192.ch2
Wicksteed's Recantation of the Marginal Productivity Theory,Academic Paper,Joseph Dorfman,Referenced,https://www.progress.org/wiki/product-exhaustion-theorem/,Light,1,1964,supplementary,Paper,https://doi.org/10.2307/2550625
Land Price-to-Rent Ratio and Interest Rates,Article,Carl Zulauf; Gary Schnitkey; Krista Swanson; Nick Paulson,Referenced,https://www.progress.org/wiki/capitalization-rate/,Light,1,2022,supplementary,Article,https://farmdocdaily.illinois.edu/2022/03/land-price-to-rent-ratio-and-interest-rates.html
Holdout in the Assembly of Complements: A Problem for Market Design,Academic Paper,Scott Duke Kominers; E. Glen Weyl,Referenced,https://www.progress.org/wiki/myerson-satterthwaite-bilateral-trade/,Light,1,2012,supplementary,Paper,https://doi.org/10.1257/aer.102.3.360
Capital Gains versus Current Income in the Farming Sector,Academic Paper,Emanuel Melichar,Referenced,https://www.progress.org/wiki/melichar-farm-income-asset-values/,Light,1,1979,supplementary,Paper,https://doi.org/10.2307/3180381
The Last of the Central Bankers (review of Princes of the Yen),Article,Benoit Leduc,Scanned,https://www.progress.org/wiki/werner-princes-of-the-yen/,Light,1,2004,supplementary,Article,https://www.h-net.org/reviews/showrev.php?id=9992
Princes of the Yen / Japan's Fiscal Crisis (review),Academic Paper,Michael J. Smitka,Referenced,https://www.progress.org/wiki/werner-princes-of-the-yen/,Light,1,2005,supplementary,Paper,https://doi.org/10.1353/jjs.2005.0062
On Fairness and Efficiency: The Privatisation of the Public Income Over the Past Millennium,Modern Book,George Miller,Not scanned,https://www.progress.org/wiki/miller-on-fairness-and-efficiency/,Light,1,2000,supplementary,Book,https://archive.org/details/onfairnesseffici0000mill
Building Cycles and Britain's Growth (review),Academic Paper,Alec Cairncross,Referenced,https://www.progress.org/wiki/lewis-building-cycles/,Light,1,1967,supplementary,Paper,https://doi.org/10.2307/2229317
Building Cycles: Growth and Instability,Modern Book,Richard Barras,Referenced,https://www.progress.org/wiki/lewis-building-cycles/,Light,1,2009,supplementary,Book,https://doi.org/10.1002/9781444310009
Parents' Incomes and Children's Outcomes: A Quasi-experiment Using Transfer Payments from Casino Profits,Academic Paper,Randall K. G. Akee; William E. Copeland; Gordon Keeler; Adrian Angold; E. Jane Costello,Referenced,https://www.progress.org/wiki/anderson-your-citizens-dividend/,Light,1,2010,important,Paper,https://www.aeaweb.org/articles?id=10.1257/app.2.1.86
Three Lectures on Progress and Poverty by Alfred Marshall,Academic Paper,Alfred Marshall (ed. George J. Stigler),Referenced,https://www.progress.org/wiki/marshall-single-tax-objection/,Light,1,1969,important,Paper,https://doi.org/10.1086/466666
Upzoning Chicago: Impacts of a Zoning Reform on Property Values and Housing Construction,Academic Paper,Yonah Freemark,Referenced,https://www.progress.org/wiki/planning-restrictions-cause-high-prices/,Light,1,2020,important,Paper,https://doi.org/10.1177/1078087418824672
"The effect of upzoning on house prices and redevelopment premiums in Auckland, New Zealand",Academic Paper,Ryan Greenaway-McGrevy; Gail Pacheco; Kade Sorensen,Referenced,https://www.progress.org/wiki/planning-restrictions-cause-high-prices/,Light,1,2021,important,Paper,https://doi.org/10.1177/0042098020940602
Shocking Behavior: Random Wealth in Antebellum Georgia and Human Capital Across Generations,Academic Paper,Hoyt Bleakley; Joseph Ferrie,Referenced,https://www.progress.org/wiki/the-great-land-robbery/,Light,1,2016,important,Paper,https://doi.org/10.1093/qje/qjw014
The Assessment Gap: Racial Inequalities in Property Taxation,Academic Paper,Carlos F. Avenancio-Leon; Troup Howard,Referenced,https://www.progress.org/wiki/land-and-the-black-white-wealth-gap/,Light,1,2022,important,Paper,https://doi.org/10.1093/qje/qjac009
Was George a Dreamer or a Realist?,Academic Paper,Robert J. Rafalko,Referenced,https://www.progress.org/wiki/cord-george-dreamer-or-realist/,Light,1,1985,supplementary,Paper,https://doi.org/10.1111/j.1536-7150.1985.tb02383.x
"Finance Act 1931 (21 & 22 Geo. 5, c. 28), Part III — Land Value Tax",Primary Source,,Referenced,https://www.progress.org/wiki/philip-snowden/,Light,1,1931,important,Statute,https://www.legislation.gov.uk/ukpga/Geo5/21-22/28/part/III/enacted
Frank H. Knight's Criticism of Henry George,Academic Paper,Ross B. Emmett,Referenced,https://www.progress.org/wiki/frank-knight/,Light,1,2008,supplementary,Paper,https://www.jstor.org/stable/27739691
Frank Knight's Proposal to End Distinctions among Factors of Production and His Objection to the Single Tax,Academic Paper,Florenz Plassmann; T. Nicolaus Tideman,Referenced,https://www.progress.org/wiki/frank-knight/,Light,1,2004,supplementary,Paper,https://doi.org/10.1215/00182702-36-3-505
Collective Hallucinations and Inefficient Markets: The British Railway Mania of the 1840s,Academic Paper,Andrew Odlyzko,Scanned,https://www.progress.org/wiki/railway-mania/,Light,1,2010,important,Paper,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1537338
The Reform of the Land Tax and the Government Programme for the Encouragement of Industry,Academic Paper,Niwa Kunio,Referenced,https://www.progress.org/wiki/meiji-land-tax-reform/,Light,1,1966,important,Paper,https://doi.org/10.1111/j.1746-1049.1966.tb00488.x
The Right to Buy: Analysis and Evaluation of a Housing Policy,Modern Book,Colin Jones; Alan Murie,Referenced,https://www.progress.org/wiki/right-to-buy/,Light,1,2006,important,Book,https://www.wiley.com/en-us/The+Right+to+Buy%3A+Analysis+and+Evaluation+of+a+Housing+Policy-p-9781405131971
Ends and Means: The Future Roles of Social Housing in England,Report,John Hills,Scanned,https://www.progress.org/wiki/right-to-buy/,Light,1,2007,important,Report,https://eprints.lse.ac.uk/5568/1/Ends_and_Means_The_future_roles_of_social_housing_in_England_1.pdf
Fabian Socialism: A Theory of Rent as Exploitation,Academic Paper,David M. Ricci,Scanned,https://www.progress.org/wiki/fabian-society/,Light,1,1969,important,Paper,https://www.jstor.org/stable/175171
Total Resource Rents of Australia: Harnessing the Power of Monopoly,Report,Prosper Australia,Referenced,https://www.progress.org/wiki/earthsharing-australia/,Light,1,2013,supplementary,Report,https://www.prosper.org.au/wp-content/uploads/2013/12/TRRA_2013_final.pdf
The Henry George School's First Twenty-Five Years,Online Writing,Robert Clancy,Scanned,https://www.progress.org/wiki/henry-george-school/,Light,1,1957,supplementary,Article,https://cooperative-individualism.org/clancy-robert_henry-george-schools-first-twenty-five-years-1957.htm
Consistency of Land Values: Comparison of Three General Approaches to Valuing Land Where There are Few Vacant Land Sales (WP08MB1),Academic Paper,Michael E. Bell; John H. Bowman,Scanned,https://www.progress.org/wiki/lvt-destroys-its-own-tax-base/,Medium,1,2008,important,Paper,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/1380_697_BellBowman%20Final.pdf
Codifying Value in Land Value Taxation,Academic Thesis,Vince Mangioni,Referenced,https://www.progress.org/wiki/lvt-destroys-its-own-tax-base/,Light,1,2013,supplementary,Thesis,https://unsworks.unsw.edu.au/handle/1959.4/52404
Political Economy of Property Tax Reform: Hawaii's Experiment with Split-Rate Property Taxation (WP 09-15),Academic Paper,Sally Kwak; James Mak,Scanned,https://www.progress.org/wiki/lvt-causes-overdevelopment/,Medium,1,2011,important,Paper,https://www.economics.hawaii.edu/research/workingpapers/WP_09-15.pdf
Eighth Interim Report: The Implications of Introducing a Land Tax in South Africa (Katz Commission),Government Report,Commission of Inquiry into Certain Aspects of the Tax Structure of South Africa,Scanned,https://www.progress.org/wiki/south-africa/,Medium,1,1998,important,Report,https://www.treasury.gov.za/publications/other/katz/8.pdf
